clave,nombre,estado,municipio,latitud,longitud,pga_g,lluvia_diseno_100a_mm,poblacion_30km,percentil_sismico,percentil_hidrologico,percentil_poblacional,indice_prioridad
MNLAG,"Media Luna, Ags.",Aguascalientes,Calvillo,21.8075,-102.788333,0.04181563899861989,51.71587240536324,111911,30.0,30.238095238095237,41.904761904761905,36.01190476190476
LDCSI,"Luis Donaldo Colosio, Sin.",Sinaloa,Choix,26.844722,-108.367778,0.08821562002097885,76.58194903573934,24070,44.285714285714285,65.23809523809524,17.142857142857142,35.95238095238095
IVGSL,"Valentín Gama, S.L.P.",San Luis Potosí,Villa de Reyes,21.88,-100.820556,0.029204159831723562,52.822806437550966,120265,24.285714285714285,33.80952380952381,42.857142857142854,35.95238095238095
PTRAG,"Derivadora Pabellón, Ags.",Aguascalientes,Rincón de Romos,22.235,-102.4375,0.0226053499953558,51.71587240536324,179628,16.19047619047619,30.238095238095237,48.57142857142857,35.89285714285714
PLYJL,"Ing. Alfredo Elías Ayub, Jal.",Jalisco,Hostotipaquillo,21.196944,-104.105833,0.09525166464373887,68.77854153997899,24429,47.14285714285714,59.523809523809526,17.61904761904762,35.476190476190474
CJNNR,"Leonardo Rodríguez Alcaine, Nay.",Nayarit,Santa María del Oro,21.428333,-104.450833,0.11568536263458212,63.883415281085384,21835,54.285714285714285,54.285714285714285,15.714285714285714,35.0
ARCSO,"Adolfo Ruíz Cortínes, Son.",Sonora,Álamos,27.226111,-109.106667,0.07097121000114857,88.82363028338833,18606,38.57142857142858,72.38095238095238,14.285714285714285,34.88095238095238
PJMTP,"Pedro José Méndez, Tamps.",Tamaulipas,Hidalgo,24.2475,-99.555833,0.024088248130181077,139.892678517446,17044,19.047619047619047,92.38095238095238,13.333333333333334,34.523809523809526
TAYZC,"Ing. Julián Adame Alatorre, Zac.",Zacatecas,Villanueva,22.120556,-102.864167,0.027112380000000002,70.61722864295098,38503,22.380952380952383,60.952380952380956,26.190476190476193,33.92857142857143
VILZC,"José María Morelos, Zac.",Zacatecas,Tepechitlán,21.588889,-103.3375,0.059719,55.40651868777279,47768,34.285714285714285,40.95238095238095,29.523809523809526,33.57142857142857
TIESL,"La Muñeca, S.L.P.",San Luis Potosí,Tierra Nueva,21.629444,-100.548333,0.040372217326321166,55.90926579724187,51752,28.57142857142857,41.904761904761905,31.428571428571427,33.333333333333336
EXCZC,"Miguel Alemán, Zac.",Zacatecas,Tepechitlán,21.645833,-103.35,0.05466159000451881,55.40651868777279,44258,33.33333333333333,40.95238095238095,28.095238095238095,32.61904761904762
ACHZC,"Achimec, Jal.",Jalisco,Huejúcar,22.327222,-103.225278,0.02567744854971991,76.11008119558385,33000,20.952380952380953,64.28571428571429,22.380952380952383,32.5
ELCZC,"El Cazadero, Zac.",Zacatecas,Río Grande,23.693056,-103.093611,0.01076787004854776,59.97273730225469,82720,2.857142857142857,49.523809523809526,38.095238095238095,32.14285714285714
TENJL,"Tenasco, Jal.",Jalisco,Santa María de los Ángeles,22.171944,-103.198611,0.02860758273336131,70.61722864295098,32779,23.333333333333332,60.952380952380956,21.904761904761905,32.023809523809526
CDRAG,"La Codorniz, Ags.",Aguascalientes,Calvillo,21.9975,-102.676944,0.029122110000000003,51.71587240536324,72630,23.809523809523807,30.238095238095237,35.714285714285715,31.36904761904762
VGRTP,"Vicente Guerrero, Tamps.",Tamaulipas,Padilla,23.959444,-98.666389,0.016464043593723013,145.72594754429753,8023,10.0,94.76190476190476,9.047619047619047,30.714285714285715
LCDSO,"Lázaro Cárdenas, Son.",Sonora,Nacozari de García,30.437778,-109.378889,0.0896893029595274,60.91276361607322,12974,45.714285714285715,51.90476190476191,11.428571428571429,30.11904761904762
LREZC,"Gobernador Leobardo Reynoso, Zac.",Zacatecas,Fresnillo,23.179722,-103.207778,0.014894752324244328,66.26535746797767,42546,8.571428571428571,56.904761904761905,27.142857142857142,29.94047619047619
STEZC,"Santa Teresa, Zac.",Zacatecas,Monte Escobedo,22.326667,-103.495833,0.029263720000000003,76.23572456806205,16288,24.761904761904763,64.76190476190476,12.380952380952381,28.57142857142857
IRASO,"Ignacio R. Alatorre, Son.",Sonora,Guaymas,28.426389,-110.396944,0.08296495681891809,84.1779130439119,456,41.42857142857143,70.95238095238095,0.4761904761904762,28.333333333333332
RSPTP,"República Española, Tamps.",Tamaulipas,Aldama,23.259444,-97.991944,0.013143392126749457,133.26336577052277,7518,5.714285714285714,88.57142857142857,8.095238095238095,27.619047619047617
SMGCL,"San Miguel, Coah.",Coahuila de Zaragoza,Jiménez,29.034167,-100.953889,0.01378173,109.40828472296121,10994,7.142857142857142,83.0952380952381,9.523809523809524,27.321428571428573
LOBZC,"Manuel Felgueres, Zac.",Zacatecas,Valparaíso,22.845278,-103.382778,0.017398716247849402,66.26535746797767,25573,12.380952380952381,56.904761904761905,18.571428571428573,26.60714285714286
LFGCL,"La Fragua, Coah.",Coahuila de Zaragoza,Jiménez,28.82,-100.832222,0.013412140000000006,103.61644900697542,6490,6.666666666666667,80.47619047619048,7.6190476190476195,25.5952380952381
CHTSO,"Cuauhtémoc, Son.",Sonora,Tubutama,30.873333,-111.516389,0.046540726043809065,68.48411878983327,3836,31.9047619047619,59.04761904761905,5.238095238095238,25.357142857142858
CBRDR,"Caboraca, Dgo.",Durango,Canatlán,24.538333,-104.810278,0.011873219999999029,63.26649769453832,29372,3.8095238095238098,53.80952380952381,20.476190476190474,24.642857142857142
STRZC,"Santa Rosa, Zac.",Zacatecas,Fresnillo,22.923611,-103.108889,0.017308449999999996,66.26535746797767,20860,11.904761904761903,56.904761904761905,14.761904761904763,24.583333333333336
VCRCL,"Venustiano Carranza, Coah.",Coahuila de Zaragoza,Juárez,27.515,-100.616111,0.01717066,97.0152080898404,1570,11.428571428571429,78.33333333333333,3.3333333333333335,24.107142857142858
PECSO,"Plutarco Elías Calles, Son.",Sonora,Soyopa,28.976667,-109.642222,0.038774320673307376,72.7814428050147,1339,27.61904761904762,63.33333333333333,2.380952380952381,23.928571428571427
PSANL,"Salinillas, N.L.",Nuevo León,Anáhuac,27.429167,-100.372222,0.01556673792249751,97.0152080898404,861,9.047619047619047,78.33333333333333,1.9047619047619049,22.797619047619047
FVLDR,"Francisco Villa, Dgo.",Durango,Poanas,24.001667,-103.960833,0.010757279999176708,49.36430014204432,50592,2.380952380952381,20.952380952380953,30.476190476190478,21.071428571428573
AGZCH,"Abraham González, Chih.",Chihuahua,Guerrero,28.481667,-107.482778,0.01402617872934389,49.471340535777045,36121,8.095238095238095,22.857142857142858,24.761904761904763,20.11904761904762
SGOZC,"Santiago, Zac.",Zacatecas,Miguel Auza,24.290833,-103.506111,0.008971775,48.076085645716255,49849,1.9047619047619049,17.142857142857142,30.0,19.761904761904763
SGBDR,"San Gabriel, Dgo.",Durango,Ocampo,26.436667,-105.560833,0.02683124738390346,52.766206697053605,5039,21.904761904761905,33.33333333333333,6.190476190476191,16.904761904761905
FZRDR,"Francisco Zarco, Dgo.",Durango,Cuencamé,25.270833,-103.773611,0.011120012441629445,48.54533838439227,34070,3.3333333333333335,18.571428571428573,22.857142857142858,16.904761904761905
PAZCH,"Piedras Azules, Chih.",Chihuahua,Allende,27.249167,-105.211111,0.06434301981885812,49.42343067225653,2844,35.714285714285715,22.380952380952383,4.285714285714286,16.666666666666668
PALZC,"Palomas, Zac.",Zacatecas,Villanueva,22.347778,-102.798056,0.021688628894503244,48.16049559538773,23925,14.761904761904763,17.61904761904762,16.666666666666664,16.428571428571427
LLNCH,"Ing. Luis L. León, Chih.",Chihuahua,Aldama,28.984444,-105.28,0.02030845,56.61261948433389,508,14.285714285714285,43.80952380952381,0.9523809523809524,15.0
LJSCH,"Las Lajas, Chih.",Chihuahua,Buenaventura,29.88,-107.025833,0.016172909679994293,52.232837222263754,3703,9.523809523809524,32.38095238095238,4.761904761904762,12.857142857142858
PAGCH,"Pico del Águila, Chih.",Chihuahua,Coronado,26.546389,-105.254167,0.026350495910201308,47.613487568603546,5283,21.428571428571427,16.666666666666664,6.666666666666667,12.857142857142856
LNRDR,"Los Naranjos, Dgo.",Durango,General Simón Bolívar,24.613056,-103.306944,0.008519365000023973,49.41573295235777,11895,1.4285714285714286,21.666666666666668,10.0,10.773809523809524
SELDR,"Santa Elena, Dgo.",Durango,General Simón Bolívar,24.608333,-103.079722,0.008505114999999869,49.41573295235777,7685,0.4761904761904762,21.666666666666668,8.571428571428571,9.821428571428571
VHGDR,"Villa Hidalgo, Dgo.",Durango,Hidalgo,26.2425,-104.928889,0.017435019966513175,45.52922489119142,2406,12.857142857142856,13.333333333333334,3.8095238095238098,8.452380952380953
TGRDR,"El Tigre, Dgo.",Durango,San Juan de Guadalupe,24.563056,-102.785,0.008512476000230697,48.17517094745973,5668,0.9523809523809524,18.095238095238095,7.142857142857142,8.333333333333332
LCRDR,"Lázaro Cárdenas, Dgo.",Durango,Indé,25.594167,-105.015833,0.013356900004246249,42.29291512039762,4317,6.190476190476191,2.380952380952381,5.714285714285714,5.0
APRDR,"Ing. Benjamín Ortega Cantero, Dgo.",Durango,Hidalgo,26.226389,-104.493889,0.01710944,43.36775017198538,834,10.952380952380953,2.857142857142857,1.4285714285714286,4.166666666666667
TNTCH,"El Tintero, Chih.",Chihuahua,Buenaventura,29.5625,-107.384167,0.013793379999999944,40.439516047939975,1506,7.6190476190476195,1.9047619047619049,2.857142857142857,3.8095238095238093
